code,name_vi,category,Năng lượng,Chất đạm,Chất đạm_unit,Chất béo (Fat),Chất béo (Fat)_unit,Chất bột đường,Chất bột đường_unit,Retinol,Retinol_unit,Vitamin A (RAE),Vitamin A (RAE)_unit,Beta-carotene,Beta-carotene_unit,Vitamin C,Vitamin C_unit,Canxi,Canxi_unit,Sắt,Sắt_unit,Natri,Natri_unit,Kali,Kali_unit,Kẽm,Kẽm_unit,Nước,Nước_unit,Tryptophan,Tryptophan_unit,Threonine,Threonine_unit,Isoleucine,Isoleucine_unit,Leucine,Leucine_unit,Lysine,Lysine_unit,Methionine,Methionine_unit,Cystine,Cystine_unit,Phenylalanine,Phenylalanine_unit,Tyrosine,Tyrosine_unit,Valine,Valine_unit,Arginine,Arginine_unit,Histidine,Histidine_unit,Alanine,Alanine_unit,Axit Aspartic,Axit Aspartic_unit,Axit Glutamic,Axit Glutamic_unit,Glycine,Glycine_unit,Proline,Proline_unit,Serine,Serine_unit,Axit béo bão hòa tổng số,Axit béo bão hòa tổng số_unit,C16:0,C16:0_unit,C18:0,C18:0_unit,Axit béo không bão hòa đơn tổng số,Axit béo không bão hòa đơn tổng số_unit,C18:1 c,C18:1 c_unit,Axit béo không bão hòa đa tổng số,Axit béo không bão hòa đa tổng số_unit,"C 18:2, cis, n-6 (Linoleic Acid)","C 18:2, cis, n-6 (Linoleic Acid)_unit","C 18:3, cis, n-3 (Alpha-Linolenic Acid)","C 18:3, cis, n-3 (Alpha-Linolenic Acid)_unit","Sugars, total","Sugars, total_unit",Tro,Tro_unit,Magie,Magie_unit,Photpho,Photpho_unit,Đồng,Đồng_unit,Mangan,Mangan_unit,Selen,Selen_unit,Vitamin D (D2 + D3),Vitamin D (D2 + D3)_unit,Vitamin E,Vitamin E_unit,Vitamin B1 (Thiamin),Vitamin B1 (Thiamin)_unit,Vitamin B2 (Riboflavin),Vitamin B2 (Riboflavin)_unit,Vitamin B3 (Niacin),Vitamin B3 (Niacin)_unit,Vitamin B5 (axit pantothenic),Vitamin B5 (axit pantothenic)_unit,Vitamin B6,Vitamin B6_unit,Vitamin B9 (Folate),Vitamin B9 (Folate)_unit,"Folate, food","Folate, food_unit",Vitamin K1 (Phylloquinone),Vitamin K1 (Phylloquinone)_unit,C16:1 c,C16:1 c_unit,C20:4 n-6,C20:4 n-6_unit,Lycopene,Lycopene_unit,Lutein + zeaxanthin,Lutein + zeaxanthin_unit,Chất xơ,Chất xơ_unit,Cholesterol,Cholesterol_unit,C18:1 undifferentiated,C18:1 undifferentiated_unit,Vitamin B12,Vitamin B12_unit,C4:0,C4:0_unit,C6:0,C6:0_unit,C8:0,C8:0_unit,C10:0,C10:0_unit,C12:0,C12:0_unit,C14:0,C14:0_unit,C16:1 undifferentiated,C16:1 undifferentiated_unit,C18:2 undifferentiated,C18:2 undifferentiated_unit,C18:3 undifferentiated,C18:3 undifferentiated_unit,F,F_unit,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol)_unit,"Tocopherol, alpha","Tocopherol, alpha_unit","Folate, DFE","Folate, DFE_unit","Choline, total","Choline, total_unit",C20:0,C20:0_unit,C22:0,C22:0_unit,"Fatty acids, total trans","Fatty acids, total trans_unit"
7028002,"Thịt vịt, luộc",Thịt và sản phẩm chế biến,371.0,24.72,g,30.28,g,,,,,375.0,mcg,,,1.94,mg,18.06,mg,2.5,mg,87.5,mg,290.28,mg,1.89,mg,43.75,g,0.2,mg,0.65,mg,0.75,mg,1.25,mg,1.27,mg,0.4,mg,0.25,mg,0.64,mg,0.55,mg,0.8,mg,1.07,mg,0.39,mg,1.08,mg,1.53,mg,2.37,mg,1.29,mg,0.95,mg,0.68,mg,18.36,g,13.31,g,4.44,g,25.96,g,,g,7.06,g,6.51,g,0.54,g,,,1.25,g,20.83,mg,201.39,mg,0.33,mg,0.02,mg,17.22,mcg,,mcg,0.78,mg,0.08,mg,0.17,mg,5.22,mg,1.06,mg,0.21,mg,9.03,mcg,,mcg,7.64,mcg,,g,,,,,375.0,mcg,,,105.56,mg,23.24,g,0.28,mcg,,g,,g,,g,,g,,g,,g,2.14,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
7029,"Bầu dục bò, tươi",Thịt và sản phẩm chế biến,67.0,12.5,g,1.8,g,0.3,g,330.0,mcg,330.0,mcg,,,6.0,mg,9.0,mg,7.1,mg,200.0,mg,262.0,mg,1.92,mg,84.3,g,172.0,mg,667.0,mg,1011.0,mg,1514.0,mg,1138.0,mg,451.0,mg,286.0,mg,809.0,mg,575.0,mg,919.0,mg,971.0,mg,446.0,mg,824.0,mg,1183.0,mg,2241.0,mg,1106.0,mg,779.0,mg,732.0,mg,0.51,g,0.23,g,0.22,g,0.34,g,0.31,g,0.32,g,0.17,g,0.0,g,,,1.1,g,13.0,mg,219.0,mg,0.32,mg,0.1,mg,141.0,mcg,0.8,mcg,0.22,mg,0.4,mg,1.75,mg,5.1,mg,3.97,mg,0.67,mg,98.0,mcg,98.0,mcg,,,0.02,g,0.13,g,20.0,mcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,g,0.02,g,,
7029002,"Bầu dục bò, luộc",Thịt và sản phẩm chế biến,91.0,16.89,g,2.43,g,0.41,g,,,445.95,mcg,,,4.05,mg,12.16,mg,9.59,mg,270.27,mg,354.05,mg,2.59,mg,78.78,g,0.23,mg,0.9,mg,1.37,mg,2.05,mg,1.54,mg,0.61,mg,0.39,mg,1.09,mg,0.78,mg,1.24,mg,1.31,mg,0.6,mg,1.11,mg,1.6,mg,3.03,mg,1.49,mg,1.05,mg,0.99,mg,1.17,g,0.53,g,0.51,g,0.79,g,,g,0.74,g,0.39,g,0.01,g,,g,1.49,g,17.57,mg,295.95,mg,0.44,mg,0.14,mg,190.54,mcg,1.08,mcg,0.24,mg,0.43,mg,1.89,mg,5.51,mg,4.29,mg,0.72,mg,66.22,mcg,,mcg,,,,g,0.31,g,,,445.95,mcg,,,555.41,mg,0.72,g,29.73,mcg,,g,,g,,g,,g,,g,,g,0.05,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,0.02,g,0.05,g,0.14,g
7030,"Bầu dục lợn, tươi",Thịt và sản phẩm chế biến,81.0,13.0,g,3.1,g,0.3,g,150.0,mcg,150.0,mcg,,,5.0,mg,8.0,mg,8.0,mg,121.0,mg,390.0,mg,2.75,mg,82.5,g,209.0,mg,704.0,mg,678.0,mg,1728.0,mg,1330.0,mg,339.0,mg,235.0,mg,548.0,mg,522.0,mg,913.0,mg,913.0,mg,574.0,mg,861.0,mg,1434.0,mg,2008.0,mg,965.0,mg,913.0,mg,782.0,mg,1.04,g,0.58,g,0.41,g,1.07,g,0.97,g,0.26,g,0.17,g,0.01,g,,,1.1,g,17.0,mg,223.0,mg,0.45,mg,0.1,mg,190.0,mcg,,,,,0.38,mg,1.12,mg,4.8,mg,3.13,mg,0.44,mg,42.0,mcg,42.0,mcg,,,0.09,g,0.08,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7030002,"Bầu dục lợn, luộc",Thịt và sản phẩm chế biến,110.0,17.57,g,4.19,g,0.41,g,,,202.7,mcg,,,3.38,mg,10.81,mg,10.81,mg,163.51,mg,527.03,mg,3.72,mg,76.35,g,0.28,mg,0.95,mg,0.92,mg,2.34,mg,1.8,mg,0.46,mg,0.32,mg,0.74,mg,0.71,mg,1.23,mg,1.23,mg,0.78,mg,1.16,mg,1.94,mg,2.71,mg,1.3,mg,1.23,mg,1.06,mg,1.41,g,0.78,g,0.55,g,1.45,g,,g,0.35,g,0.23,g,0.01,g,,,1.49,g,22.97,mg,301.35,mg,0.6,mg,0.14,mg,256.76,mcg,,mcg,,mg,0.41,mg,1.21,mg,5.19,mg,3.38,mg,0.48,mg,28.38,mcg,,mcg,,mcg,,g,0.11,g,,,202.7,mcg,,,431.08,mg,1.31,g,9.18,mcg,,g,,g,,g,,g,,g,,g,0.12,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
7031,"Bì lợn, tươi",Thịt và sản phẩm chế biến,118.0,23.3,g,2.7,g,,,,,,,,,,,11.0,mg,0.4,mg,,,,,,,73.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,g,,,8.0,mg,,,,,,,,,,,0.29,mg,0.05,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7032,"Chân giò lợn, tươi",Thịt và sản phẩm chế biến,230.0,15.7,g,18.6,g,,,30.0,mcg,30.0,mcg,,,0.7,mg,24.0,mg,2.1,mg,47.0,mg,315.0,mg,1.93,mg,64.7,g,208.0,mg,776.0,mg,787.0,mg,1376.0,mg,1550.0,mg,444.0,mg,216.0,mg,689.0,mg,583.0,mg,931.0,mg,1120.0,mg,659.0,mg,1032.0,mg,1584.0,mg,2636.0,mg,992.0,mg,790.0,mg,720.0,mg,6.54,g,4.06,g,2.16,g,8.38,g,7.7,g,2.01,g,1.69,g,0.14,g,,,1.0,g,20.0,mg,106.0,mg,0.07,mg,0.02,mg,29.4,mcg,,,,,0.01,mg,0.07,mg,1.6,mg,0.69,mg,0.4,mg,7.0,mcg,7.0,mcg,,,0.53,g,0.09,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7032002,"Thịt chân giò lợn, luộc",Thịt và sản phẩm chế biến,230.0,15.7,g,18.6,g,,,,,30.0,mcg,,,0.35,mg,24.0,mg,2.1,mg,47.0,mg,315.0,mg,1.93,mg,64.7,g,0.21,mg,0.78,mg,0.79,mg,1.38,mg,1.55,mg,0.44,mg,0.22,mg,0.69,mg,0.58,mg,0.93,mg,1.12,mg,0.66,mg,1.03,mg,1.58,mg,2.64,mg,0.99,mg,0.79,mg,0.72,mg,6.54,g,4.06,g,2.16,g,8.38,g,,g,2.01,g,1.69,g,0.14,g,,g,1.0,g,20.0,mg,106.0,mg,0.07,mg,0.02,mg,29.4,mcg,,mcg,,mg,0.01,mg,0.05,mg,1.28,mg,0.55,mg,0.32,mg,3.5,mcg,,mcg,,mcg,,g,0.09,g,,,30.0,mcg,,,73.0,mg,7.7,g,0.5,mcg,,g,,g,,g,,g,,g,,g,0.53,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
7033,"Dạ dày bò, tươi",Thịt và sản phẩm chế biến,97.0,14.8,g,4.2,g,,,,,,,,,,,150.0,mg,0.9,mg,97.0,mg,67.0,mg,1.42,mg,80.5,g,149.0,mg,504.0,mg,467.0,mg,784.0,mg,933.0,mg,280.0,mg,149.0,mg,448.0,mg,336.0,mg,579.0,mg,821.0,mg,336.0,mg,784.0,mg,989.0,mg,1754.0,mg,1213.0,mg,989.0,mg,579.0,mg,1.29,g,0.64,g,0.46,g,1.53,g,1.41,g,0.18,g,0.12,g,0.01,g,,,0.5,g,13.0,mg,85.0,mg,0.07,mg,0.09,mg,12.5,mcg,,,0.09,mg,0.04,mg,0.2,mg,3.6,mg,0.23,mg,0.01,mg,5.0,mcg,5.0,mcg,,,0.09,g,0.05,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,g,0.01,g,,
7034,"Dạ dày lợn, tươi",Thịt và sản phẩm chế biến,85.0,14.6,g,2.9,g,,,,,,,,,,,8.0,mg,1.4,mg,75.0,mg,140.0,mg,1.85,mg,81.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,g,0.65,g,0.46,g,1.03,g,,,0.26,g,0.21,g,0.01,g,,,0.8,g,11.0,mg,144.0,mg,0.17,mg,0.04,mg,31.1,mcg,,,0.04,mg,0.05,mg,0.18,mg,2.5,mg,1.22,mg,0.03,mg,3.0,mcg,3.0,mcg,,,,,0.03,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,g,,,,
7034002,"Dạ dày lợn, luộc",Thịt và sản phẩm chế biến,106.0,18.25,g,3.63,g,,,,,,,,,,,10.0,mg,1.75,mg,93.75,mg,175.0,mg,2.31,mg,77.13,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,5.03,g,2.83,g,1.99,g,4.49,g,,g,1.12,g,0.91,g,0.03,g,,,1.0,g,13.75,mg,180.0,mg,0.21,mg,0.05,mg,38.88,mcg,,mcg,0.04,mg,0.05,mg,0.18,mg,2.5,mg,1.22,mg,0.03,mg,1.88,mcg,,mcg,,,,g,0.14,g,,,,,,,278.75,mg,,,0.3,mcg,,g,,g,,g,,g,,g,,g,,,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,0.03,g,,,0.16,g
7035,"Đầu bò, tươi",Thịt và sản phẩm chế biến,185.0,18.1,g,12.5,g,,,,,,,,,,,,,,,,,,,,,68.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7036,"Đầu lợn, tươi",Thịt và sản phẩm chế biến,335.0,13.4,g,31.3,g,,,,,,,,,,,,,,,,,,,,,54.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7037,"Đuôi bò, tươi",Thịt và sản phẩm chế biến,137.0,19.7,g,6.5,g,,,,,,,,,,,7.0,mg,2.5,mg,,,,,,,73.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,g,,,162.0,mg,,,,,,,,,,,0.03,mg,0.03,mg,5.4,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7038,"Đuôi lợn, tươi",Thịt và sản phẩm chế biến,467.0,10.8,g,47.1,g,,,,,,,,,,,18.0,mg,0.99,mg,21.0,mg,114.0,mg,2.31,mg,41.8,g,89.0,mg,550.0,mg,408.0,mg,905.0,mg,1012.0,mg,320.0,mg,230.0,mg,479.0,mg,320.0,mg,515.0,mg,1189.0,mg,302.0,mg,1278.0,mg,1384.0,mg,2130.0,mg,2361.0,mg,1509.0,mg,692.0,mg,11.64,g,7.6,g,3.51,g,15.8,g,14.58,g,3.68,g,3.19,g,0.28,g,,,0.3,g,56.0,mg,50.0,mg,0.08,mg,0.01,mg,2.7,mcg,,,,,0.21,mg,0.11,mg,2.06,mg,0.67,mg,0.37,mg,5.0,mcg,5.0,mcg,,,1.22,g,0.21,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039,"Gan bò, tươi",Thịt và sản phẩm chế biến,110.0,17.4,g,3.1,g,3.0,g,5000.0,mcg,5061.88,mcg,621.0,mcg,30.0,mg,5.0,mg,9.0,mg,110.0,mg,213.0,mg,4.0,mg,75.2,g,280.0,mg,754.0,mg,1119.0,mg,1818.0,mg,1523.0,mg,641.0,mg,243.0,mg,1122.0,mg,690.0,mg,1388.0,mg,1283.0,mg,562.0,mg,1097.0,mg,1742.0,mg,2675.0,mg,1180.0,mg,948.0,mg,793.0,mg,1.23,g,0.31,g,0.86,g,0.48,g,0.42,g,0.47,g,0.3,g,0.02,g,,,1.3,g,13.0,mg,340.0,mg,1.5,mg,0.3,mg,39.7,mcg,0.4,mcg,0.38,mg,0.4,mg,3.0,mg,17.0,mg,7.71,mg,1.08,mg,290.0,mcg,290.0,mcg,3.1,mcg,0.04,g,0.14,g,13.0,mcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,g,,
7040,"Gan gà, tươi",Thịt và sản phẩm chế biến,111.0,18.2,g,3.4,g,2.0,g,3290.0,mcg,3295.58,mcg,56.0,mcg,7.0,mg,21.0,mg,8.2,mg,71.0,mg,335.0,mg,2.67,mg,75.0,g,179.0,mg,676.0,mg,1295.0,mg,1633.0,mg,1244.0,mg,463.0,mg,213.0,mg,764.0,mg,534.0,mg,889.0,mg,960.0,mg,338.0,mg,940.0,mg,1437.0,mg,2417.0,mg,798.0,mg,747.0,mg,710.0,mg,1.1,g,0.62,g,0.46,g,0.88,g,0.79,g,0.58,g,0.33,g,0.0,g,,,1.4,g,17.0,mg,260.0,mg,0.3,mg,0.2,mg,54.6,mcg,,,0.7,mg,0.38,mg,1.63,mg,10.4,mg,6.23,mg,0.85,mg,588.0,mcg,588.0,mcg,,,0.07,g,0.23,g,40.0,mcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,g,,
7040002,"Gan gà, luộc",Thịt và sản phẩm chế biến,155.0,25.28,g,4.72,g,2.78,g,,,4577.2,mcg,77.78,mcg,4.86,mg,29.17,mg,11.39,mg,98.61,mg,465.28,mg,3.71,mg,65.28,g,0.25,mg,0.94,mg,1.8,mg,2.27,mg,1.73,mg,0.64,mg,0.3,mg,1.06,mg,0.74,mg,1.23,mg,1.33,mg,0.47,mg,1.31,mg,2.0,mg,3.36,mg,1.11,mg,1.04,mg,0.99,mg,2.17,g,1.23,g,0.92,g,1.73,g,,g,1.14,g,0.66,g,0.01,g,,g,1.94,g,23.61,mg,361.11,mg,0.42,mg,0.28,mg,75.83,mcg,,mcg,0.78,mg,0.42,mg,1.81,mg,11.56,mg,6.93,mg,0.95,mg,408.33,mcg,,mcg,,,,g,0.45,g,,,4569.44,mcg,,,479.17,mg,1.57,g,18.42,mcg,,g,,g,,g,,g,,g,,g,0.15,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,0.01,g,0.09,g
7041,"Gan lợn, tươi",Thịt và sản phẩm chế biến,116.0,18.8,g,3.6,g,2.0,g,6000.0,mcg,6000.0,mcg,,,18.0,mg,7.0,mg,12.0,mg,110.0,mg,447.0,mg,5.76,mg,74.1,g,340.0,mg,900.0,mg,1020.0,mg,1580.0,mg,1260.0,mg,600.0,mg,236.0,mg,1150.0,mg,709.0,mg,1170.0,mg,1080.0,mg,490.0,mg,1223.0,mg,1992.0,mg,2622.0,mg,1160.0,mg,986.0,mg,1005.0,mg,1.17,g,0.44,g,0.7,g,0.52,g,0.46,g,0.87,g,0.35,g,0.03,g,,,1.5,g,17.0,mg,353.0,mg,0.51,mg,0.3,mg,52.7,mcg,,,,,0.4,mg,2.11,mg,16.2,mg,6.65,mg,0.69,mg,211.0,mcg,211.0,mcg,,,0.03,g,0.44,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7041002,"Gan lợn, luộc",Thịt và sản phẩm chế biến,150.0,24.42,g,4.68,g,2.6,g,,,7792.21,mcg,,mcg,11.69,mg,9.09,mg,15.58,mg,142.86,mg,580.52,mg,7.48,mg,66.36,g,0.44,mg,1.17,mg,1.32,mg,2.05,mg,1.64,mg,0.78,mg,0.31,mg,1.49,mg,0.92,mg,1.52,mg,1.4,mg,0.64,mg,1.59,mg,2.59,mg,3.41,mg,1.51,mg,1.28,mg,1.31,mg,1.52,g,0.57,g,0.91,g,0.68,g,,g,1.13,g,0.45,g,0.04,g,,g,1.95,g,22.08,mg,458.44,mg,0.66,mg,0.39,mg,68.44,mcg,,mcg,,mg,0.42,mg,2.19,mg,16.83,mg,6.91,mg,0.72,mg,137.01,mcg,,mcg,,mcg,,g,0.57,g,,,7792.21,mcg,,,390.91,mg,0.6,g,27.01,mcg,,g,,g,,g,,g,,g,,g,0.04,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
7042,"Gan vịt, tươi",Thịt và sản phẩm chế biến,122.0,17.1,g,4.7,g,2.8,g,11984.0,mcg,11984.0,mcg,,,7.0,mg,17.0,mg,4.8,mg,140.0,mg,230.0,mg,3.07,mg,74.1,g,264.0,mg,833.0,mg,995.0,mg,1691.0,mg,1418.0,mg,444.0,mg,252.0,mg,932.0,mg,660.0,mg,1181.0,mg,1148.0,mg,498.0,mg,1088.0,mg,1781.0,mg,2428.0,mg,1088.0,mg,929.0,mg,806.0,mg,1.14,g,0.8,g,0.63,g,0.71,g,0.65,g,0.63,g,0.37,g,,,,,1.3,g,24.0,mg,177.0,mg,5.96,mg,0.26,mg,67.0,mcg,,,,,0.44,mg,1.28,mg,9.1,mg,6.18,mg,0.76,mg,738.0,mcg,738.0,mcg,,,0.05,g,0.26,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7042002,"Gan vịt, luộc",Thịt và sản phẩm chế biến,156.0,21.92,g,6.03,g,3.59,g,,,15364.1,mcg,,mcg,4.49,mg,21.79,mg,6.15,mg,179.49,mg,294.87,mg,3.94,mg,66.79,g,0.34,mg,1.07,mg,1.28,mg,2.17,mg,1.82,mg,0.57,mg,0.32,mg,1.19,mg,0.85,mg,1.51,mg,1.47,mg,0.64,mg,1.39,mg,2.28,mg,3.11,mg,1.39,mg,1.19,mg,1.03,mg,1.46,g,1.03,g,0.81,g,0.91,g,,g,0.81,g,0.47,g,,,,g,1.67,g,30.77,mg,226.92,mg,7.64,mg,0.33,mg,85.9,mcg,,mcg,,mg,0.45,mg,1.31,mg,9.33,mg,6.34,mg,0.78,mg,473.08,mcg,,mcg,,mcg,,g,0.33,g,,,15364.1,mcg,,,660.26,mg,0.83,g,55.38,mcg,,g,,g,,g,,g,,g,,g,0.06,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
7043,"Gân chân bò, tươi",Thịt và sản phẩm chế biến,124.0,30.2,g,0.3,g,,,,,,,,,,,,,,,,,,,,,69.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7043006,"Thịt bò, gân, kho/om",Thịt và sản phẩm chế biến,175.0,21.05,g,7.02,g,7.02,g,,,,,,,,,,,,,,,,,,,,,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7044,"Lưỡi bò, tươi",Thịt và sản phẩm chế biến,164.0,13.6,g,12.1,g,0.2,g,,,,,,,3.0,mg,7.0,mg,3.0,mg,69.0,mg,315.0,mg,2.87,mg,73.2,g,114.0,mg,648.0,mg,641.0,mg,1113.0,mg,1149.0,mg,315.0,mg,195.0,mg,615.0,mg,482.0,mg,713.0,mg,949.0,mg,386.0,mg,858.0,mg,1361.0,mg,2053.0,mg,894.0,mg,696.0,mg,601.0,mg,5.26,g,3.17,g,1.58,g,5.44,g,4.93,g,0.68,g,0.44,g,,,,,0.9,g,16.0,mg,162.0,mg,0.17,mg,0.03,mg,9.4,mcg,,,,,0.07,mg,0.15,mg,4.8,mg,0.65,mg,0.31,mg,7.0,mcg,7.0,mcg,,,0.41,g,0.23,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7044002,"Lưỡi bò, luộc",Thịt và sản phẩm chế biến,234.0,19.43,g,17.29,g,0.29,g,,,,,,,2.14,mg,10.0,mg,4.29,mg,98.57,mg,450.0,mg,4.1,mg,61.71,g,0.16,mg,0.93,mg,0.92,mg,1.59,mg,1.64,mg,0.45,mg,0.28,mg,0.88,mg,0.69,mg,1.02,mg,1.36,mg,0.55,mg,1.23,mg,1.94,mg,2.93,mg,1.28,mg,0.99,mg,0.86,mg,10.0,g,6.03,g,3.0,g,10.34,g,,g,1.29,g,0.83,g,,,,g,1.29,g,22.86,mg,231.43,mg,0.24,mg,0.04,mg,13.43,mcg,,mcg,,mg,0.08,mg,0.17,mg,5.49,mg,0.75,mg,0.35,mg,5.0,mcg,,mcg,,mcg,,g,0.44,g,,,,,,,124.29,mg,9.36,g,4.33,mcg,,g,,g,,g,,g,,g,,g,0.79,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
7045,"Lưỡi lợn, tươi",Thịt và sản phẩm chế biến,178.0,14.2,g,12.8,g,1.4,g,,,,,,,4.4,mg,7.0,mg,2.4,mg,110.0,mg,243.0,mg,3.01,mg,70.8,g,188.0,mg,689.0,mg,743.0,mg,1307.0,mg,1333.0,mg,365.0,mg,235.0,mg,675.0,mg,496.0,mg,848.0,mg,1007.0,mg,409.0,mg,861.0,mg,1515.0,mg,2052.0,mg,1205.0,mg,861.0,mg,678.0,mg,4.44,g,2.84,g,1.29,g,6.05,g,5.43,g,1.32,g,1.27,g,0.06,g,,,0.8,g,18.0,mg,118.0,mg,0.07,mg,0.01,mg,10.4,mcg,,,,,0.08,mg,0.23,mg,3.0,mg,0.64,mg,0.24,mg,4.0,mcg,4.0,mcg,,,0.48,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7045002,"Lưỡi lợn, luộc",Thịt và sản phẩm chế biến,254.0,20.29,g,18.29,g,2.0,g,,,,,,,3.14,mg,10.0,mg,3.43,mg,157.14,mg,347.14,mg,4.3,mg,58.29,g,0.27,mg,0.98,mg,1.06,mg,1.87,mg,1.9,mg,0.52,mg,0.34,mg,0.96,mg,0.71,mg,1.21,mg,1.44,mg,0.58,mg,1.23,mg,2.16,mg,2.93,mg,1.72,mg,1.23,mg,0.97,mg,8.51,g,5.46,g,2.47,g,11.61,g,,g,2.54,g,2.43,g,0.11,g,,,1.14,g,25.71,mg,168.57,mg,0.1,mg,0.02,mg,14.86,mcg,,mcg,,mg,0.09,mg,0.26,mg,3.43,mg,0.73,mg,0.27,mg,2.86,mcg,,mcg,,mcg,,g,,,,,,,,,144.29,mg,10.43,g,3.25,mcg,,g,,g,,g,,g,,g,,g,0.91,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
7046,"Lòng lợn (ruột già), tươi",Thịt và sản phẩm chế biến,167.0,6.9,g,15.1,g,0.8,g,,,,,,,,,12.0,mg,0.5,mg,,,,,,,76.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,g,,,55.0,mg,,,,,,,,,,,0.09,mg,0.08,mg,1.6,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7047,"Lòng lợn (ruột non), tươi",Thịt và sản phẩm chế biến,44.0,7.2,g,1.3,g,0.8,g,,,,,,,,,7.0,mg,0.8,mg,,,,,,,90.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,g,,,48.0,mg,,,,,,,,,,,0.09,mg,0.08,mg,1.6,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
