code,name_vi,category,Năng lượng,Chất đạm,Chất đạm_unit,Chất béo (Fat),Chất béo (Fat)_unit,Chất bột đường,Chất bột đường_unit,Retinol,Retinol_unit,Vitamin A (RAE),Vitamin A (RAE)_unit,Beta-carotene,Beta-carotene_unit,Vitamin C,Vitamin C_unit,Canxi,Canxi_unit,Sắt,Sắt_unit,Natri,Natri_unit,Kali,Kali_unit,Kẽm,Kẽm_unit,Nước,Nước_unit,Tryptophan,Tryptophan_unit,Threonine,Threonine_unit,Isoleucine,Isoleucine_unit,Leucine,Leucine_unit,Lysine,Lysine_unit,Methionine,Methionine_unit,Cystine,Cystine_unit,Phenylalanine,Phenylalanine_unit,Tyrosine,Tyrosine_unit,Valine,Valine_unit,Arginine,Arginine_unit,Histidine,Histidine_unit,Alanine,Alanine_unit,Axit Aspartic,Axit Aspartic_unit,Axit Glutamic,Axit Glutamic_unit,Glycine,Glycine_unit,Proline,Proline_unit,Serine,Serine_unit,Axit béo bão hòa tổng số,Axit béo bão hòa tổng số_unit,C16:0,C16:0_unit,C18:0,C18:0_unit,Axit béo không bão hòa đơn tổng số,Axit béo không bão hòa đơn tổng số_unit,C18:1 c,C18:1 c_unit,Axit béo không bão hòa đa tổng số,Axit béo không bão hòa đa tổng số_unit,"C 18:2, cis, n-6 (Linoleic Acid)","C 18:2, cis, n-6 (Linoleic Acid)_unit","C 18:3, cis, n-3 (Alpha-Linolenic Acid)","C 18:3, cis, n-3 (Alpha-Linolenic Acid)_unit","Sugars, total","Sugars, total_unit",Tro,Tro_unit,Magie,Magie_unit,Photpho,Photpho_unit,Đồng,Đồng_unit,Mangan,Mangan_unit,Selen,Selen_unit,Vitamin D (D2 + D3),Vitamin D (D2 + D3)_unit,Vitamin E,Vitamin E_unit,Vitamin B1 (Thiamin),Vitamin B1 (Thiamin)_unit,Vitamin B2 (Riboflavin),Vitamin B2 (Riboflavin)_unit,Vitamin B3 (Niacin),Vitamin B3 (Niacin)_unit,Vitamin B5 (axit pantothenic),Vitamin B5 (axit pantothenic)_unit,Vitamin B6,Vitamin B6_unit,Vitamin B9 (Folate),Vitamin B9 (Folate)_unit,"Folate, food","Folate, food_unit",Vitamin K1 (Phylloquinone),Vitamin K1 (Phylloquinone)_unit,C16:1 c,C16:1 c_unit,C20:4 n-6,C20:4 n-6_unit,Lycopene,Lycopene_unit,Lutein + zeaxanthin,Lutein + zeaxanthin_unit,Chất xơ,Chất xơ_unit,Cholesterol,Cholesterol_unit,C18:1 undifferentiated,C18:1 undifferentiated_unit,Vitamin B12,Vitamin B12_unit,C4:0,C4:0_unit,C6:0,C6:0_unit,C8:0,C8:0_unit,C10:0,C10:0_unit,C12:0,C12:0_unit,C14:0,C14:0_unit,C16:1 undifferentiated,C16:1 undifferentiated_unit,C18:2 undifferentiated,C18:2 undifferentiated_unit,C18:3 undifferentiated,C18:3 undifferentiated_unit,F,F_unit,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol)_unit,"Tocopherol, alpha","Tocopherol, alpha_unit","Folate, DFE","Folate, DFE_unit","Choline, total","Choline, total_unit",C20:0,C20:0_unit,C22:0,C22:0_unit,"Fatty acids, total trans","Fatty acids, total trans_unit"
10001,Sữa bò tươi,Sữa và sản phẩm chế biến,74.0,3.9,g,4.4,g,4.8,g,50.0,mcg,51.83,mcg,22.0,mcg,1.0,mg,111.33,mg,0.09,mg,352.54,mg,132.67,mg,0.37,mg,86.2,g,50.0,mg,190.0,mg,250.0,mg,460.0,mg,320.0,mg,90.0,mg,28.0,mg,180.0,mg,137.0,mg,240.0,mg,170.0,mg,100.0,mg,95.0,mg,221.0,mg,640.0,mg,57.0,mg,297.0,mg,167.0,mg,1.87,g,0.83,g,0.37,g,0.81,g,0.81,g,0.2,g,0.12,g,0.08,g,5.26,g,0.7,g,14.84,mg,88.14,mg,0.02,mg,0.0,mg,1.11,mcg,1.0,mcg,0.06,mg,0.05,mg,0.19,mg,0.1,mg,0.36,mg,0.04,mg,5.0,mcg,5.0,mcg,0.2,mcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002,Sữa dê tươi,Sữa và sản phẩm chế biến,69.0,3.5,g,4.1,g,4.5,g,50.0,mcg,51.67,mcg,20.0,mcg,3.0,mg,147.0,mg,0.1,mg,50.0,mg,204.0,mg,0.3,mg,87.2,g,42.0,mg,161.0,mg,159.0,mg,313.0,mg,249.0,mg,80.0,mg,85.0,mg,191.0,mg,212.0,mg,207.0,mg,101.0,mg,85.0,mg,106.0,mg,244.0,mg,636.0,mg,58.0,mg,350.0,mg,170.0,mg,2.67,g,0.91,g,0.44,g,1.11,g,0.98,g,0.15,g,0.11,g,0.04,g,4.45,g,0.7,g,14.0,mg,126.0,mg,0.05,mg,0.02,mg,1.4,mcg,0.3,mcg,0.07,mg,0.04,mg,0.18,mg,0.3,mg,0.31,mg,0.05,mg,1.0,mcg,1.0,mcg,0.3,mcg,0.08,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003,Sữa mẹ (sữa người),Sữa và sản phẩm chế biến,61.0,1.5,g,3.0,g,7.0,g,90.0,mcg,90.08,mcg,1.0,mcg,6.0,mg,34.0,mg,0.1,mg,15.0,mg,41.0,mg,0.4,mg,88.3,g,30.0,mg,70.0,mg,110.0,mg,150.0,mg,110.0,mg,40.0,mg,26.0,mg,90.0,mg,82.0,mg,130.0,mg,60.0,mg,59.0,mg,58.0,mg,130.0,mg,264.0,mg,34.0,mg,137.0,mg,60.0,mg,1.38,g,0.63,g,0.2,g,1.14,g,1.01,g,0.34,g,0.26,g,0.04,g,6.89,g,0.2,g,2.0,mg,15.0,mg,0.01,mg,0.01,mg,1.8,mcg,0.1,mcg,0.08,mg,0.01,mg,0.04,mg,0.1,mg,0.22,mg,0.01,mg,5.0,mcg,5.0,mcg,0.3,mcg,0.09,g,0.02,g,3.0,mcg,1.0,mcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10004,Sữa chua,Sữa và sản phẩm chế biến,61.0,3.3,g,3.7,g,3.6,g,25.0,mcg,25.92,mcg,11.0,mcg,0.7,mg,120.0,mg,0.1,mg,46.0,mg,155.0,mg,0.59,mg,88.7,g,56.0,mg,181.0,mg,228.0,mg,388.0,mg,360.0,mg,107.0,mg,39.0,mg,199.0,mg,192.0,mg,298.0,mg,135.0,mg,109.0,mg,134.0,mg,310.0,mg,898.0,mg,80.0,mg,417.0,mg,234.0,mg,2.1,g,0.89,g,0.32,g,0.89,g,0.74,g,0.09,g,0.07,g,0.03,g,4.66,g,0.7,g,12.0,mg,95.0,mg,0.01,mg,0.0,mg,2.2,mcg,,,,,0.04,mg,0.2,mg,0.1,mg,0.39,mg,0.03,mg,7.0,mcg,7.0,mcg,,,0.07,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10005,Sữa chua vớt béo,Sữa và sản phẩm chế biến,26.0,3.4,g,,,3.1,g,4.0,mcg,4.0,mcg,,,1.35,mg,143.0,mg,0.06,mg,68.98,mg,173.21,mg,0.58,mg,92.8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.97,g,0.7,g,20.44,mg,109.0,mg,0.11,mg,,,3.58,mcg,,,,,0.04,mg,0.2,mg,0.1,mg,,,0.05,mg,12.0,mcg,12.0,mcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,Sữa bột toàn phần,Sữa và sản phẩm chế biến,494.0,27.0,g,26.0,g,38.0,g,318.33,mcg,321.91,mcg,43.0,mcg,10.0,mg,939.0,mg,0.47,mg,371.0,mg,1330.0,mg,3.34,mg,3.5,g,381.0,mg,1231.0,mg,1301.0,mg,2541.0,mg,2230.0,mg,699.0,mg,243.0,mg,1291.0,mg,1366.0,mg,1615.0,mg,942.0,mg,772.0,mg,1031.0,mg,1909.0,mg,5697.0,mg,524.0,mg,2471.0,mg,132.0,mg,16.74,g,7.52,g,2.85,g,7.92,g,6.19,g,0.67,g,0.46,g,0.2,g,38.42,g,5.5,g,85.0,mg,790.0,mg,0.08,mg,0.04,mg,16.3,mcg,7.8,mcg,0.48,mg,0.24,mg,1.31,mg,0.7,mg,2.27,mg,0.3,mg,37.0,mcg,37.0,mcg,1.8,mcg,1.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007,Sữa bột tách béo,Sữa và sản phẩm chế biến,357.0,35.0,g,1.0,g,52.0,g,6.0,mcg,6.08,mcg,1.0,mcg,6.0,mg,1246.0,mg,0.45,mg,535.0,mg,1794.0,mg,4.08,mg,4.0,g,441.0,mg,1542.0,mg,2278.0,mg,3177.0,mg,3047.0,mg,1243.0,mg,131.0,mg,1700.0,mg,1559.0,mg,2310.0,mg,1025.0,mg,877.0,mg,,,,,,,,,,,,,0.5,g,0.24,g,0.09,g,0.2,g,0.17,g,0.03,g,0.02,g,0.01,g,51.48,g,8.0,g,110.0,mg,980.0,mg,0.04,mg,0.02,mg,27.3,mcg,8.3,mcg,,,0.42,mg,0.6,mg,1.2,mg,3.57,mg,0.36,mg,50.0,mcg,50.0,mcg,0.1,mcg,0.02,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10008,Sữa đặc có đường Việt Nam,Sữa và sản phẩm chế biến,336.0,8.1,g,8.8,g,56.0,g,58.0,mcg,62.17,mcg,50.0,mcg,,,307.0,mg,0.6,mg,,,,,,,25.4,g,101.0,mg,353.0,mg,392.0,mg,698.0,mg,536.0,mg,194.0,mg,68.0,mg,401.0,mg,383.0,mg,494.0,mg,263.0,mg,206.0,mg,272.0,mg,648.0,mg,1518.0,mg,185.0,mg,728.0,mg,428.0,mg,,,,,,,,,,,,,,,,,,,1.7,g,,,219.0,mg,,,,,,,,,,,0.06,mg,0.3,mg,0.2,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009,Phó mát,Sữa và sản phẩm chế biến,380.0,25.5,g,30.9,g,,,275.0,mcg,284.83,mcg,118.0,mcg,0.5,mg,760.0,mg,0.5,mg,621.0,mg,98.0,mg,3.11,mg,38.9,g,369.0,mg,943.0,mg,1138.0,mg,2076.0,mg,1883.0,mg,596.0,mg,141.0,mg,1286.0,mg,1385.0,mg,1618.0,mg,808.0,mg,683.0,mg,734.0,mg,1691.0,mg,5631.0,mg,469.0,mg,2612.0,mg,1401.0,mg,19.67,g,9.14,g,3.74,g,8.76,g,7.37,g,0.88,g,0.54,g,0.34,g,0.52,g,4.7,g,28.0,mg,424.0,mg,0.03,mg,0.01,mg,13.9,mcg,0.3,mcg,0.29,mg,0.1,mg,0.51,mg,0.1,mg,0.41,mg,0.07,mg,18.0,mcg,18.0,mcg,2.8,mcg,0.94,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,"Gạo, trắng, nếp cái, sống",Ngũ cốc và sản phẩm chế biến,348.0,8.6,g,1.5,g,75.1,g,,,,,,,,,32.0,mg,1.2,mg,3.0,mg,282.0,mg,2.2,mg,14.0,g,,,177.0,mg,222.0,mg,531.0,mg,207.0,mg,66.0,mg,96.0,mg,229.0,mg,111.0,mg,317.0,mg,435.0,mg,133.0,mg,347.0,mg,443.0,mg,1210.0,mg,281.0,mg,376.0,mg,309.0,mg,,,,,,,,,,,,,,,,,,,0.8,g,17.0,mg,98.0,mg,0.28,mg,1.1,mg,,,,,,,0.14,mg,0.06,mg,2.4,mg,,,,,,,,,,,,,,,,,,,0.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015,"Sữa, bò, tiệt trùng, có đường, toàn phần, trắng ",Sữa và sản phẩm chế biến,85.0,3.9,g,4.4,g,7.34,g,,,51.83,mcg,22.0,mcg,1.0,mg,120.0,mg,0.1,mg,380.0,mg,143.0,mg,0.4,mg,84.65,g,0.05,mg,0.19,mg,0.25,mg,0.46,mg,0.32,mg,0.09,mg,0.03,mg,0.18,mg,0.14,mg,0.24,mg,0.17,mg,0.1,mg,0.1,mg,0.22,mg,0.64,mg,0.06,mg,0.3,mg,0.17,mg,1.87,g,0.83,g,0.37,g,0.81,g,,,0.2,g,0.12,g,0.08,g,6.01,g,0.7,g,16.0,mg,95.0,mg,0.02,mg,0.0,mg,1.2,mcg,1.0,mcg,0.06,mg,0.05,mg,0.19,mg,0.1,mg,0.36,mg,0.04,mg,5.0,mcg,,,0.2,mcg,,,,,,,50.0,mcg,,,42.0,mg,0.81,g,0.44,mcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,"Gạo, trắng, nếp thường, sống",Ngũ cốc và sản phẩm chế biến,350.0,8.4,g,1.6,g,75.4,g,,,,,,,,,16.0,mg,1.2,mg,3.0,mg,282.0,mg,2.2,mg,13.9,g,79.0,mg,244.0,mg,294.0,mg,563.0,mg,246.0,mg,160.0,mg,140.0,mg,364.0,mg,228.0,mg,416.0,mg,568.0,mg,160.0,mg,395.0,mg,640.0,mg,1328.0,mg,310.0,mg,321.0,mg,358.0,mg,0.11,g,0.09,g,0.01,g,0.2,g,0.2,g,0.2,g,0.19,g,0.01,g,,,0.7,g,17.0,mg,130.0,mg,0.28,mg,1.1,mg,15.1,mcg,,,,,0.16,mg,0.06,mg,2.4,mg,0.28,mg,0.11,mg,7.0,mcg,7.0,mcg,,,0.0,g,,,,,,,0.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,"Gạo, trắng, tẻ, giã tay, sống",Ngũ cốc và sản phẩm chế biến,347.0,8.1,g,1.3,g,75.7,g,,,,,,,,,36.0,mg,0.2,mg,5.0,mg,202.0,mg,1.9,mg,14.0,g,78.95,mg,241.97,mg,292.22,mg,559.82,mg,245.05,mg,158.92,mg,138.42,mg,361.94,mg,226.59,mg,413.2,mg,564.95,mg,158.92,mg,392.7,mg,636.72,mg,1320.61,mg,308.62,mg,318.87,mg,355.78,mg,0.35,g,0.32,g,0.02,g,0.41,g,0.4,g,0.35,g,0.29,g,0.06,g,,,0.9,g,52.0,mg,108.0,mg,0.36,mg,1.5,mg,38.8,mcg,,,,,0.12,mg,0.04,mg,1.9,mg,,,,,,,,,,,0.0,g,,,,,,,0.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031,"Sữa chua, nước/uống, có đường",Sữa và sản phẩm chế biến,62.0,3.47,g,3.25,g,4.66,g,,,27.0,mcg,5.0,mcg,0.5,mg,121.0,mg,0.05,mg,46.0,mg,155.0,mg,0.59,mg,87.9,g,0.02,mg,0.14,mg,0.19,mg,0.35,mg,0.31,mg,0.1,mg,0.03,mg,0.19,mg,0.18,mg,0.29,mg,0.1,mg,0.09,mg,0.15,mg,0.28,mg,0.68,mg,0.08,mg,0.41,mg,0.22,mg,2.1,g,0.89,g,0.32,g,0.89,g,,,0.09,g,,,,,4.66,g,0.72,g,12.0,mg,95.0,mg,0.01,mg,0.0,mg,2.2,mcg,0.1,mcg,,,0.03,mg,0.14,mg,0.08,mg,0.39,mg,0.03,mg,7.0,mcg,7.0,mcg,0.2,mcg,,,,,,,27.0,mcg,,,13.0,mg,0.74,g,0.37,mcg,0.1,g,0.07,g,0.04,g,0.09,g,0.11,g,0.34,g,0.07,g,0.07,g,0.03,g,12.0,mcg,0.1,mcg,0.06,mg,7.0,mcg,15.2,mg,,,,,,
10035,"Sữa chua, đặc, có đường",Sữa và sản phẩm chế biến,65.0,3.3,g,3.7,g,4.66,g,,,25.92,mcg,11.0,mcg,0.7,mg,120.0,mg,0.1,mg,46.0,mg,155.0,mg,0.59,mg,87.64,g,0.06,mg,0.18,mg,0.23,mg,0.39,mg,0.36,mg,0.11,mg,0.04,mg,0.2,mg,0.19,mg,0.3,mg,0.14,mg,0.11,mg,0.13,mg,0.31,mg,0.9,mg,0.08,mg,0.42,mg,0.23,mg,2.1,g,0.89,g,0.32,g,0.89,g,,,0.09,g,0.07,g,0.03,g,4.66,g,0.7,g,12.0,mg,95.0,mg,0.01,mg,0.0,mg,2.2,mcg,,,,,0.04,mg,0.2,mg,0.1,mg,0.39,mg,0.03,mg,7.0,mcg,,,,,,,,,,,25.0,mcg,,,13.0,mg,0.74,g,0.37,mcg,,,,,,,,,,,,,0.07,g,,,,,,,,,,,,,,,,,,,,
10036,"Sữa chua, đặc, không đường",Sữa và sản phẩm chế biến,61.0,3.3,g,3.7,g,3.6,g,,,25.92,mcg,11.0,mcg,0.7,mg,120.0,mg,0.1,mg,46.0,mg,155.0,mg,0.59,mg,88.7,g,0.06,mg,0.18,mg,0.23,mg,0.39,mg,0.36,mg,0.11,mg,0.04,mg,0.2,mg,0.19,mg,0.3,mg,0.14,mg,0.11,mg,0.13,mg,0.31,mg,0.9,mg,0.08,mg,0.42,mg,0.23,mg,2.1,g,0.89,g,0.32,g,0.89,g,,,0.09,g,0.07,g,0.03,g,3.24,g,0.7,g,12.0,mg,95.0,mg,0.01,mg,0.0,mg,2.2,mcg,,,,,0.04,mg,0.2,mg,0.1,mg,0.39,mg,0.03,mg,7.0,mcg,,,,,,,,,,,25.0,mcg,,,13.0,mg,0.74,g,0.37,mcg,,,,,,,,,,,,,0.07,g,,,,,,,,,,,,,,,,,,,,
1004,"Gạo, trắng, tẻ, xát máy, sống",Ngũ cốc và sản phẩm chế biến,346.0,7.9,g,1.0,g,76.3,g,,,,,,,,,30.0,mg,1.3,mg,5.0,mg,241.0,mg,1.5,mg,14.0,g,77.0,mg,236.0,mg,285.0,mg,546.0,mg,239.0,mg,155.0,mg,135.0,mg,353.0,mg,221.0,mg,403.0,mg,551.0,mg,155.0,mg,383.0,mg,621.0,mg,1288.0,mg,301.0,mg,311.0,mg,347.0,mg,0.16,g,0.14,g,0.01,g,0.18,g,0.18,g,0.16,g,0.13,g,0.03,g,,,0.8,g,14.0,mg,104.0,mg,0.23,mg,0.9,mg,31.8,mcg,,,,,0.1,mg,0.03,mg,1.6,mg,1.34,mg,0.15,mg,9.0,mcg,9.0,mcg,,,0.0,g,,,,,,,0.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047,"Sữa đặc có đường, Việt Nam",Sữa và sản phẩm chế biến,328.0,7.91,g,8.7,g,54.4,g,,,74.0,mcg,,,2.6,mg,284.0,mg,0.19,mg,127.0,mg,371.0,mg,0.94,mg,27.16,g,0.11,mg,0.36,mg,0.48,mg,0.78,mg,0.63,mg,0.2,mg,0.07,mg,0.38,mg,0.38,mg,0.53,mg,0.29,mg,0.21,mg,0.27,mg,0.6,mg,1.66,mg,0.17,mg,0.77,mg,0.43,mg,5.49,g,2.4,g,1.21,g,2.43,g,,,0.34,g,,,,,54.4,g,1.83,g,26.0,mg,253.0,mg,0.02,mg,0.01,mg,14.8,mcg,0.2,mcg,,,0.09,mg,0.42,mg,0.21,mg,0.75,mg,0.05,mg,11.0,mcg,11.0,mcg,0.6,mcg,,,,,,,73.0,mcg,,,34.0,mg,2.19,g,0.44,mcg,0.28,g,0.17,g,0.1,g,0.07,g,0.18,g,0.78,g,0.14,g,0.22,g,0.12,g,,,0.2,mcg,0.16,mg,11.0,mcg,89.1,mg,,,,,,
10048,Sữa hộp Milo,Sữa và sản phẩm chế biến,55.0,0.92,g,0.55,g,11.54,g,,,,,,,,,21.0,mg,0.17,mg,73.0,mg,99.0,mg,0.21,mg,86.34,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,0.33,g,0.15,g,0.16,g,0.18,g,,,0.02,g,,,,,9.03,g,0.65,g,12.0,mg,43.0,mg,0.05,mg,0.04,mg,0.7,mcg,,,,,0.01,mg,0.08,mg,0.08,mg,0.12,mg,0.02,mg,1.0,mcg,1.0,mcg,,,,,,,,,,,,,,,0.18,g,,,0.0,g,,,,,0.0,g,,,0.0,g,0.0,g,0.02,g,,,,,,,0.03,mg,1.0,mcg,4.6,mg,0.0,g,0.0,g,0.1,g
1005,"Gạo, tẻ, chưa xát (gạo lứt), sống",Ngũ cốc và sản phẩm chế biến,359.0,7.5,g,2.68,g,76.18,g,,,,,,,,,16.0,mg,2.8,mg,5.0,mg,202.0,mg,1.9,mg,12.37,g,96.0,mg,275.0,mg,318.0,mg,620.0,mg,286.0,mg,169.0,mg,91.0,mg,387.0,mg,281.0,mg,440.0,mg,569.0,mg,190.0,mg,437.0,mg,702.0,mg,1528.0,mg,369.0,mg,352.0,mg,388.0,mg,0.54,g,0.46,g,0.05,g,0.97,g,0.96,g,0.96,g,0.92,g,0.04,g,,,1.27,g,52.0,mg,246.0,mg,0.36,mg,1.5,mg,38.8,mcg,,,,,0.34,mg,0.07,mg,5.0,mg,1.5,mg,0.62,mg,20.0,mcg,20.0,mcg,,,0.01,g,,,,,,,3.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,"Kê, hạt, sống",Ngũ cốc và sản phẩm chế biến,345.0,7.0,g,3.0,g,72.4,g,,,5.0,mcg,60.0,mcg,,,22.0,mg,2.7,mg,7.0,mg,249.0,mg,1.5,mg,14.0,g,119.0,mg,353.0,mg,465.0,mg,1400.0,mg,212.0,mg,221.0,mg,212.0,mg,580.0,mg,340.0,mg,578.0,mg,382.0,mg,236.0,mg,986.0,mg,726.0,mg,2396.0,mg,287.0,mg,877.0,mg,644.0,mg,0.51,g,0.38,g,0.11,g,0.55,g,0.53,g,1.52,g,1.43,g,0.08,g,,,3.6,g,430.0,mg,290.0,mg,0.44,mg,1.7,mg,2.7,mcg,,,0.05,mg,0.4,mg,0.09,mg,1.6,mg,0.85,mg,0.38,mg,85.0,mcg,85.0,mcg,0.9,mcg,0.01,g,,,,,,,3.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,"Ngô, cả bắp, tươi",Ngũ cốc và sản phẩm chế biến,200.0,4.1,g,2.3,g,40.8,g,,,20.0,mcg,240.0,mcg,12.0,mg,20.0,mg,1.5,mg,3.0,mg,306.0,mg,1.4,mg,52.0,g,24.0,mg,140.0,mg,140.0,mg,470.0,mg,100.0,mg,71.0,mg,59.0,mg,190.0,mg,140.0,mg,180.0,mg,150.0,mg,100.0,mg,280.0,mg,240.0,mg,760.0,mg,140.0,mg,330.0,mg,190.0,mg,0.28,g,0.24,g,0.04,g,0.52,g,0.52,g,0.89,g,0.86,g,0.03,g,1.7,g,0.8,g,39.0,mg,187.0,mg,0.24,mg,0.35,mg,4.0,mcg,,,0.8,mg,0.15,mg,0.08,mg,1.8,mg,0.54,mg,0.16,mg,33.0,mcg,33.0,mcg,,,,,,,,,,,1.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007014,"Ngô tươi, tẻ, nướng",Ngũ cốc và sản phẩm chế biến,274.0,5.62,g,3.15,g,55.89,g,,,27.4,mcg,328.77,mcg,16.44,mg,27.4,mg,2.05,mg,4.11,mg,419.18,mg,1.92,mg,34.25,g,0.03,mg,0.19,mg,0.19,mg,0.64,mg,0.14,mg,0.1,mg,0.08,mg,0.26,mg,0.19,mg,0.25,mg,0.21,mg,0.14,mg,0.38,mg,0.33,mg,1.04,mg,0.19,mg,0.45,mg,0.26,mg,0.38,g,0.33,g,0.05,g,0.71,g,,g,1.22,g,1.18,g,0.04,g,2.33,g,1.1,g,53.42,mg,256.16,mg,0.33,mg,0.48,mg,5.48,mcg,,mcg,1.1,mg,0.15,mg,0.09,mg,2.34,mg,0.55,mg,0.16,mg,22.6,mcg,,mcg,,,,g,,,,mcg,,,1.64,g,,,0.71,g,,,,g,,g,,g,,g,,g,,g,,,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
1008,"Ngô, vàng, hạt, khô",Ngũ cốc và sản phẩm chế biến,362.0,8.6,g,4.7,g,71.4,g,,,10.71,mcg,97.0,mcg,,,30.0,mg,2.3,mg,35.0,mg,287.0,mg,2.21,mg,14.0,g,67.0,mg,354.0,mg,337.0,mg,1155.0,mg,265.0,mg,197.0,mg,170.0,mg,463.0,mg,383.0,mg,477.0,mg,470.0,mg,287.0,mg,705.0,mg,655.0,mg,1768.0,mg,386.0,mg,822.0,mg,447.0,mg,0.67,g,0.57,g,0.08,g,1.25,g,1.25,g,2.16,g,2.1,g,0.07,g,0.64,g,1.3,g,127.0,mg,190.0,mg,0.31,mg,0.49,mg,15.5,mcg,,,0.49,mg,0.28,mg,0.11,mg,2.0,mg,0.42,mg,0.62,mg,19.0,mcg,19.0,mcg,0.3,mcg,0.0,g,,,,,1355.0,mcg,2.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,"Bánh bao, nhân thịt",Ngũ cốc và sản phẩm chế biến,276.0,10.4,g,10.8,g,34.2,g,,,,,,,,,19.0,mg,1.5,mg,,,,,,,43.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,g,,,88.0,mg,,,,,,,,,,,0.1,mg,0.04,mg,1.0,mg,,,,,,,,,,,,,,,,,,,0.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Bánh đa nem,Ngũ cốc và sản phẩm chế biến,335.0,4.0,g,0.2,g,79.4,g,,,,,,,,,20.0,mg,0.3,mg,,,,,,,15.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,g,,,65.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Bánh đúc,Ngũ cốc và sản phẩm chế biến,52.0,0.9,g,0.3,g,11.4,g,,,,,,,,,50.0,mg,0.4,mg,,,,,,,86.8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,g,,,19.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Bánh mỳ ,Ngũ cốc và sản phẩm chế biến,250.0,7.9,g,0.8,g,52.8,g,,,,,,,,,28.0,mg,2.0,mg,,,,,,,37.2,g,66.0,mg,216.0,mg,294.0,mg,460.0,mg,163.0,mg,133.0,mg,188.0,mg,314.0,mg,208.0,mg,366.0,mg,294.0,mg,133.0,mg,280.0,mg,392.0,mg,1924.0,mg,331.0,mg,732.0,mg,345.0,mg,,,,,,,,,,,,,,,,,,,1.3,g,,,164.0,mg,,,,,,,,,,,0.1,mg,0.07,mg,0.7,mg,,,,,,,,,,,,,,,,,,,0.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Bánh phở,Ngũ cốc và sản phẩm chế biến,146.0,3.2,g,0.9,g,31.2,g,,,,,,,,,16.0,mg,0.3,mg,3.0,mg,15.0,mg,,,64.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,g,,,64.0,mg,,,,,,,,,,,0.01,mg,0.01,mg,0.2,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
